Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Churn,Int'l Plan,VMail Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone
88,0,216,216,171,12,3,0,0,0,115,37,85,18,65,8,1,3,SD,415,397-5381
82,0,209,214,175,12,3,0,1,0,101,36,87,18,86,8,6,3,UT,510,406-4604
111,0,256,204,171,12,3,0,0,0,97,44,129,17,84,8,5,3,KY,415,376-9513
60,0,253,221,110,12,2,0,0,0,97,43,121,19,100,5,4,3,MT,408,360-1852
113,0,132,248,246,7,3,0,0,0,72,22,107,21,123,11,6,2,NJ,408,421-7270
109,0,217,207,268,8,1,0,0,0,115,37,142,18,106,12,4,2,FL,408,371-9482
105,42,102,223,242,13,0,0,0,1,79,17,97,19,77,11,2,3,IN,510,337-4101
85,0,212,185,164,13,2,0,0,0,100,36,88,16,131,7,4,4,DE,510,420-2796
131,0,153,199,164,10,0,0,0,0,86,26,81,17,83,7,3,3,AL,510,366-4225
59,0,166,239,123,10,2,0,0,0,95,28,87,20,108,6,3,3,ME,510,398-4567
148,0,185,170,165,10,1,0,0,0,87,31,96,14,104,7,13,3,SD,408,388-4571
210,0,105,150,255,7,2,0,0,0,121,18,71,13,67,11,8,2,VA,408,360-8666
115,0,245,159,230,7,0,0,0,0,105,42,109,14,74,10,8,2,AK,415,333-3704
106,0,274,199,161,6,1,0,0,0,120,47,82,17,62,7,3,2,ID,510,383-2566
93,0,98,250,248,14,1,0,0,0,78,17,129,21,114,11,4,4,RI,415,406-5584
57,29,280,223,252,13,1,0,0,1,121,48,109,19,94,11,2,4,KY,415,344-4691
98,0,187,196,182,5,1,0,0,0,127,32,88,17,129,8,4,1,ND,510,347-9737
157,0,276,166,152,2,3,0,0,0,95,47,119,14,79,7,4,1,HI,415,333-7961
116,35,200,273,215,8,1,0,0,1,104,34,89,23,100,10,4,2,WI,415,364-2439
30,0,162,244,180,9,2,0,0,0,96,28,122,21,89,8,4,2,WV,510,411-8043
111,0,177,103,214,11,4,1,0,0,128,30,56,9,84,10,2,3,NJ,510,332-5084
52,0,166,206,214,12,0,0,0,0,78,28,89,17,124,10,6,3,KS,415,413-4831
72,0,218,190,183,10,4,0,0,0,93,37,113,16,91,8,5,3,AL,415,343-4806
135,28,201,247,155,13,2,1,0,1,100,34,117,21,131,7,4,3,NJ,510,401-8735
86,0,191,180,259,10,3,0,0,0,115,32,130,15,89,12,5,3,NC,510,391-8626
98,29,180,189,164,13,3,0,0,1,97,31,89,16,76,7,7,3,DE,415,327-5817
151,0,236,81,213,6,3,0,0,0,104,40,91,7,116,10,2,2,WY,510,381-4712
118,0,140,187,208,8,0,0,0,0,112,24,60,16,155,9,1,2,ID,415,335-3320
117,0,145,259,253,7,2,0,0,0,115,25,66,22,113,11,9,2,NY,415,415-8780
55,0,189,119,248,17,0,0,0,0,100,32,99,10,87,11,6,5,MO,510,362-1146
82,0,101,156,304,13,0,0,0,0,93,17,104,13,93,14,2,4,ID,408,352-7413
152,0,206,293,44,11,1,0,0,0,98,35,82,25,121,2,4,3,IA,415,387-6716
108,15,165,267,251,11,1,0,0,1,85,28,93,23,114,11,4,3,TN,408,352-1127
98,0,165,203,172,13,1,1,0,0,129,28,113,17,94,8,7,3,OH,408,368-1288
130,0,156,256,263,12,3,0,0,0,95,27,97,22,103,12,3,3,IL,415,403-5279
136,0,199,215,151,12,1,0,1,0,122,34,114,18,105,7,7,3,FL,408,397-9333
47,0,155,188,247,12,3,0,0,0,116,26,85,16,73,11,4,3,MA,415,411-7353
189,0,208,237,179,11,3,0,0,0,106,35,123,20,120,8,5,3,OK,415,383-2537
107,0,157,163,150,12,1,0,0,0,79,27,124,14,138,7,6,3,KY,415,330-4419
91,0,154,168,240,12,5,1,0,0,165,26,121,14,81,11,4,3,MI,415,390-7930
159,0,189,246,242,10,1,1,0,0,105,32,147,21,106,11,5,3,NE,415,362-5111
11,24,132,230,284,10,2,0,0,1,98,22,111,20,87,13,3,3,VA,408,358-6796
167,0,166,243,229,10,1,0,0,0,85,28,135,21,95,10,5,3,NY,415,409-7494
111,0,142,123,230,13,2,0,0,0,75,24,106,10,94,10,9,3,MT,408,400-1636
99,19,88,223,182,7,2,0,0,1,103,15,86,19,112,8,4,2,VT,408,389-2747
159,19,184,195,226,17,0,0,0,1,78,31,71,17,101,10,3,5,KS,415,415-2176
114,31,175,224,116,12,2,0,1,1,104,30,92,19,91,5,10,3,VA,415,377-8067
71,0,103,139,165,9,2,0,0,0,103,18,79,12,98,7,2,2,AL,415,362-7835
122,0,35,181,252,13,1,0,0,0,62,6,89,15,58,11,2,3,PA,415,361-5225
100,25,247,141,190,13,1,0,0,1,94,42,112,12,109,9,5,4,AL,408,333-3447
83,37,79,211,180,12,1,0,0,1,109,13,101,18,102,8,4,3,WV,415,341-3044
64,0,148,165,216,12,5,1,0,0,73,25,101,14,125,10,2,3,NV,408,350-7306
105,0,206,256,117,9,1,0,0,0,84,35,138,22,91,5,3,2,TN,408,353-8849
144,33,252,198,209,12,2,0,0,1,87,43,118,17,97,9,3,3,ID,415,402-3476
106,26,270,215,254,14,1,1,1,1,111,46,90,18,133,11,7,4,WY,415,338-6018
19,34,157,224,261,11,1,0,0,1,97,27,97,19,135,12,1,3,TX,510,409-3520
46,0,139,224,173,14,1,0,0,0,81,24,113,19,77,8,6,4,MA,408,357-1085
127,0,220,188,173,12,2,0,0,0,108,37,124,16,113,8,3,3,IL,510,353-3285
9,39,214,169,190,10,1,0,0,1,108,36,115,14,117,9,3,3,LA,415,409-9885
157,0,196,213,197,8,1,0,0,0,74,33,96,18,81,9,6,2,CO,415,388-7701
105,0,106,240,148,5,6,1,0,0,71,18,83,20,114,7,4,1,UT,415,385-8184
105,29,179,275,246,10,0,0,0,1,113,31,100,23,105,11,5,3,MI,415,345-2863
155,0,217,144,135,11,2,0,0,0,30,37,125,12,106,6,1,3,NH,408,353-6300
31,0,177,153,163,5,0,0,0,0,129,30,105,13,92,7,2,1,ID,415,389-5649
161,0,152,219,225,4,1,0,0,0,117,26,87,19,68,10,5,1,WA,415,378-8137
95,32,262,165,194,11,0,0,0,1,123,45,82,14,57,9,5,3,MN,408,340-4627
122,0,174,92,212,10,3,0,0,0,110,30,84,8,103,10,7,3,NY,415,352-6833
37,0,107,147,236,10,2,0,1,0,76,18,89,13,113,11,8,3,MD,415,420-2000
132,0,193,128,162,12,5,1,0,0,106,33,94,11,119,7,4,3,GA,415,368-5437
119,24,217,139,139,11,0,0,0,1,94,37,52,12,85,6,4,3,HI,408,418-8170
16,0,210,173,94,9,1,0,0,0,89,36,85,15,102,4,4,2,AL,408,403-9417
99,0,95,207,136,6,1,0,0,0,105,16,101,18,117,6,5,2,CT,408,330-6165
76,26,215,205,135,8,1,0,0,1,110,36,87,17,140,6,2,2,CO,408,412-4185
167,0,132,211,168,11,4,1,0,0,120,22,96,18,97,8,4,3,KS,415,409-4734
129,0,168,217,82,12,1,0,0,0,117,29,129,18,100,4,7,3,NJ,415,348-9828
116,0,146,177,213,8,1,0,0,0,123,25,113,15,102,10,5,2,FL,408,418-8850
60,0,183,207,204,11,1,0,1,0,110,31,93,18,119,9,6,3,CA,415,330-8351
128,0,103,246,161,6,0,0,0,0,122,18,123,21,95,7,7,2,KS,415,347-7773
47,28,112,155,167,11,0,0,0,1,70,19,106,13,105,8,2,3,TX,408,392-6841
40,0,171,179,282,8,3,0,1,0,55,29,108,15,89,13,9,2,MN,510,354-2189
173,0,173,143,102,11,0,0,0,0,78,29,91,12,63,5,2,3,AK,510,349-9060
157,30,194,243,322,7,1,0,0,1,107,33,108,21,114,15,5,2,OR,510,334-1311
66,32,188,130,132,12,2,0,0,1,117,32,90,11,113,6,3,3,MS,408,415-3120
50,26,307,289,175,8,0,0,1,1,94,52,78,25,109,8,3,2,VT,415,387-5891
72,0,118,167,214,12,3,0,0,0,106,20,136,14,106,10,3,3,UT,415,368-8026
130,0,154,206,234,13,1,0,0,0,95,26,106,18,75,11,1,3,KS,510,332-9446
143,0,156,213,238,8,1,0,0,0,101,26,89,18,61,11,11,2,NV,408,393-5284
89,0,126,213,182,5,1,0,1,0,108,21,90,18,108,8,5,1,DE,510,376-1677
108,0,199,224,140,15,0,0,0,0,104,34,92,19,57,6,2,4,IN,415,392-2268
32,0,158,181,133,13,1,0,0,0,88,27,132,15,102,6,3,3,TX,408,396-4311
166,0,203,168,132,9,2,0,0,0,81,35,110,14,124,6,5,2,MA,415,363-4005
109,0,222,219,266,11,1,0,0,0,113,38,122,19,88,12,5,3,VT,408,344-9966
72,39,93,271,167,6,1,0,0,1,98,16,115,23,83,8,7,2,CA,408,337-7377
134,32,217,102,174,9,0,0,0,1,78,37,111,9,83,8,2,2,IA,415,373-7037
13,0,193,194,187,10,4,0,0,0,89,33,90,17,104,8,2,3,NH,415,356-7580
90,0,113,189,272,14,3,0,0,0,108,19,63,16,124,12,4,4,GA,415,390-3401
111,36,166,239,109,11,3,0,0,1,54,28,109,20,92,5,2,3,WI,415,350-9313
101,23,262,157,129,7,1,0,0,1,101,45,80,13,100,6,14,2,CO,408,420-9009
72,0,208,196,185,13,0,0,0,0,92,35,110,17,124,8,4,4,SC,415,415-2641
67,35,245,148,274,8,1,0,0,1,89,42,102,13,136,12,6,2,MI,510,392-4929
172,0,287,178,153,14,3,1,0,0,108,49,125,15,98,7,2,4,MD,408,346-5068
154,32,192,165,205,9,2,0,0,1,82,33,134,14,74,9,1,2,IN,510,389-2631
69,0,194,242,216,10,2,0,0,0,122,33,81,21,80,10,3,3,ME,510,368-3808
123,0,211,217,215,10,3,0,0,0,92,36,102,18,104,10,7,3,DC,415,406-8599
130,12,142,229,195,9,0,0,0,1,92,24,102,19,101,9,5,2,TN,415,386-7456
142,26,221,240,254,6,2,0,0,1,94,37,126,20,109,11,9,2,FL,415,357-4936
29,0,157,145,282,9,1,0,0,0,122,27,75,12,92,13,2,3,WA,415,397-7411
87,28,144,224,175,11,0,0,0,1,106,24,147,19,69,8,5,3,HI,408,353-6218
149,0,156,56,163,9,0,0,0,0,56,27,116,5,104,7,8,2,NE,415,369-5942
146,0,160,208,178,9,2,0,1,0,63,27,112,18,98,8,3,2,TN,408,416-8543
88,0,235,252,286,7,4,1,1,0,98,40,79,21,76,13,2,2,MD,415,358-4576
119,15,160,210,82,9,5,1,1,1,95,27,110,18,107,4,5,2,NM,415,352-5118
48,0,188,166,206,13,1,0,0,0,63,32,89,14,71,9,2,4,VT,510,408-2621
135,0,195,235,174,11,1,0,0,0,97,33,118,20,126,8,3,3,OR,415,353-3994
100,0,248,130,134,7,1,0,0,0,117,42,95,11,125,6,2,2,IN,510,367-4277
98,0,221,214,292,12,4,0,0,0,80,38,104,18,89,13,3,3,MO,415,354-3237
75,26,119,214,133,13,2,0,0,1,86,20,118,18,99,6,3,4,FL,510,394-8504
180,33,232,233,207,8,1,0,0,1,78,39,79,20,121,9,4,2,DC,415,370-4139
100,25,216,258,180,12,1,0,0,1,90,37,92,22,157,8,4,3,VT,415,382-6135
119,35,217,221,250,8,2,0,0,1,92,37,134,19,93,11,5,2,OH,415,359-5718
86,0,84,221,350,13,0,0,0,0,96,14,63,19,75,16,3,3,MO,415,385-3111
155,39,183,205,264,5,1,0,0,1,106,31,101,17,90,12,7,1,LA,408,353-4880
78,0,237,265,152,10,1,1,1,0,141,40,101,23,77,7,2,3,IL,415,343-7019
153,0,194,195,183,9,1,0,0,0,90,33,121,17,108,8,3,2,NJ,415,419-6133
92,25,134,206,181,10,0,0,0,1,112,23,111,18,118,8,4,3,IA,510,350-7344
13,25,177,173,105,11,2,0,0,1,65,30,96,15,128,5,5,3,WA,510,397-6064
154,0,191,205,206,10,3,0,0,0,93,33,119,17,121,9,3,3,NE,415,363-6896
144,35,175,220,256,13,0,0,1,1,127,30,93,19,90,12,3,3,CT,510,416-9021
48,0,275,180,159,8,1,0,0,0,67,47,108,15,110,7,2,2,WV,408,408-3269
94,0,174,241,208,8,1,0,0,0,85,30,114,20,94,9,1,2,ND,408,408-9463
139,0,165,250,170,13,1,0,0,0,132,28,86,21,128,8,8,3,UT,415,340-7062
126,0,229,169,224,12,1,0,0,0,102,39,99,14,100,10,4,3,MS,415,417-4309
122,0,108,236,229,10,2,0,0,0,88,18,109,20,119,10,3,3,MN,415,421-2659
139,0,221,158,193,11,1,0,0,0,140,38,89,13,89,9,6,3,NH,510,383-2017
95,0,141,211,104,6,3,0,0,0,84,24,108,18,127,5,6,2,LA,415,411-6294
80,31,166,238,151,11,4,0,0,1,92,28,74,20,84,7,4,3,ME,408,332-9525
131,28,250,227,240,8,3,0,0,1,87,42,138,19,92,11,3,2,KS,415,401-5012
36,0,179,213,198,11,1,0,0,0,83,30,103,18,119,9,5,3,KS,510,368-8835
180,0,139,225,171,16,2,0,0,0,96,24,64,19,118,8,5,4,NV,510,351-1382
25,0,134,202,196,13,2,0,0,0,98,23,109,17,100,9,5,3,MT,415,359-7694
113,0,216,240,157,5,3,0,0,0,93,37,85,20,123,7,5,1,MT,415,419-5505
88,31,182,213,208,11,1,0,0,1,91,31,120,18,104,9,4,3,ID,415,341-4570
120,0,178,168,121,9,1,0,0,0,97,30,113,14,93,5,9,3,AK,415,366-6991
74,0,106,140,91,11,1,0,0,0,84,18,104,12,81,4,3,3,UT,415,377-7399
109,0,171,240,119,11,2,0,0,0,101,29,82,20,112,5,4,3,AR,510,377-9092
162,33,185,183,127,12,0,0,0,1,139,31,78,16,106,6,6,3,LA,510,373-6681
124,37,161,204,232,9,1,0,0,1,109,27,79,17,87,10,4,2,KS,510,417-7736
177,0,85,258,211,8,2,0,0,0,77,14,109,22,66,9,5,2,OR,408,393-2812
91,0,218,230,232,11,1,0,0,0,71,37,116,20,110,10,2,3,WI,510,398-3176
105,0,271,226,179,9,0,1,0,0,98,46,110,19,60,8,5,2,CO,408,334-8694
24,0,243,184,184,15,0,1,0,0,91,41,77,16,109,8,6,4,KS,510,369-5449
48,0,128,48,116,9,0,0,0,0,71,22,78,4,80,5,3,2,IL,510,380-5246
86,0,126,169,155,10,2,0,0,0,115,21,112,14,95,7,7,3,IA,408,390-3873
163,0,179,216,153,11,4,0,0,0,56,30,79,18,84,7,2,3,AZ,510,354-4568
91,0,159,255,82,10,0,0,0,0,109,27,142,22,73,4,4,3,NE,510,339-6968
56,0,151,162,168,12,3,0,0,0,79,26,87,14,115,8,5,3,ID,510,379-5933
147,24,220,209,353,8,3,0,1,1,118,37,116,18,111,16,4,2,OH,415,365-5682
64,0,168,192,167,10,2,0,0,0,116,29,94,16,98,7,3,3,TX,415,382-8518
108,34,162,172,260,10,4,1,0,1,83,28,117,15,76,12,3,3,TN,510,356-8449
159,0,199,196,213,17,5,0,0,0,107,34,91,17,120,10,7,4,OK,510,333-3460
136,0,257,230,144,9,3,0,1,0,90,44,104,20,82,6,10,2,ND,510,375-8596
116,35,183,213,194,11,1,0,0,1,122,31,119,18,103,9,2,3,MT,415,384-5907
45,38,197,254,262,8,1,0,0,1,92,33,108,22,85,12,2,2,NC,408,373-2903
122,0,140,231,188,11,2,0,0,0,120,24,128,20,127,8,5,3,MN,415,361-7702
138,0,194,190,232,9,5,0,0,0,83,33,97,16,102,10,3,2,MN,415,388-5850
132,0,118,214,240,9,1,0,0,0,66,20,108,18,94,11,5,2,MA,415,405-6298
101,0,194,187,223,12,0,0,1,0,108,33,98,16,100,10,8,3,PA,415,368-2074
58,0,243,231,181,8,2,0,0,0,105,41,108,20,120,8,4,2,GA,510,328-5050
81,0,145,129,186,5,1,0,0,0,132,25,91,11,109,8,4,1,NV,415,395-5783
87,0,169,170,245,10,3,0,0,0,105,29,102,14,106,11,10,3,TX,415,420-7301
116,0,229,185,168,9,2,0,0,0,93,39,111,16,91,8,3,2,ME,510,328-2478
85,0,197,212,210,8,4,0,1,0,97,34,115,18,133,9,4,2,RI,415,381-2460
62,33,186,201,287,11,2,1,0,1,84,32,136,17,103,13,3,3,MN,510,390-9811
90,0,76,290,237,11,0,0,0,0,121,13,73,25,89,11,3,3,NH,415,373-5670
98,0,163,185,220,6,2,0,0,0,65,28,109,16,104,10,3,2,TN,415,351-7016
73,0,182,199,120,18,1,0,0,0,115,31,97,17,113,5,5,5,UT,415,394-9934
107,0,194,248,245,11,2,0,1,0,83,33,84,21,93,11,7,3,RI,510,422-8268
55,20,189,119,250,13,2,0,0,1,95,32,113,10,102,11,4,3,NH,408,373-7690
76,22,160,169,23,10,3,0,0,1,107,27,136,14,102,1,4,3,AK,415,366-9781
30,0,145,241,197,7,3,0,0,0,76,25,112,20,134,9,4,2,NC,510,404-5427
157,0,221,119,165,12,4,0,0,0,105,38,127,10,113,7,7,3,AZ,415,389-9783
40,31,225,135,120,8,1,1,0,1,69,38,81,11,104,5,5,2,MA,408,351-7005
72,0,147,162,163,11,1,0,0,0,79,25,103,14,80,7,4,3,TN,408,348-2009
95,39,261,213,196,10,1,0,0,1,130,44,111,18,97,9,5,3,WY,415,340-4236
42,0,155,164,158,9,0,0,0,0,127,26,45,14,128,7,3,2,IA,415,348-1528
86,0,166,255,228,5,1,0,0,0,112,28,81,22,97,10,7,1,IN,415,365-5039
131,0,212,261,144,11,0,0,0,0,115,36,102,22,96,6,7,3,NJ,415,411-1810
55,45,131,208,142,11,4,1,0,1,114,22,94,18,114,6,5,3,FL,510,364-7644
74,0,163,292,183,9,0,0,0,0,102,28,105,25,80,8,6,2,MT,415,335-9066
81,37,237,264,271,8,1,0,1,1,76,40,125,22,120,12,3,2,ND,408,362-7581
81,0,166,218,220,13,4,0,0,0,102,28,112,19,68,10,2,4,MI,408,346-1095
28,0,122,126,262,8,6,1,0,0,48,21,112,11,122,12,2,2,MT,415,357-9136
111,0,176,201,150,11,0,0,0,0,62,30,124,17,138,7,2,3,AL,510,390-7863
3,27,67,244,281,11,2,0,0,1,116,11,78,21,93,13,2,3,NV,510,344-2416
51,0,230,336,193,10,1,1,0,0,129,39,104,29,128,9,1,3,MI,415,373-1448
68,24,176,278,175,15,1,0,0,1,118,30,116,24,71,8,7,4,FL,415,360-7076
163,0,248,270,167,10,0,1,0,0,77,42,108,23,82,8,7,3,NY,408,413-2241
87,0,115,263,246,13,2,0,0,0,90,20,68,22,69,11,5,4,KS,510,343-3961
58,0,112,210,261,14,0,1,0,0,95,19,108,18,78,12,1,4,NC,510,375-4107
109,0,163,154,210,12,0,0,0,0,138,28,109,13,118,9,4,3,MN,408,414-7410
111,0,229,214,290,10,4,0,0,0,107,39,99,18,95,13,6,3,RI,415,351-2535
144,0,140,124,96,15,2,0,0,0,96,24,93,11,75,4,4,4,UT,415,416-9615
135,0,264,251,200,8,5,1,0,0,66,45,116,21,112,9,2,2,OR,415,377-1293
109,46,218,234,164,9,4,0,0,1,123,37,84,20,99,7,3,2,SC,415,388-6479
107,14,114,200,195,8,1,0,0,1,132,19,91,17,74,9,8,2,IL,415,390-2755
149,0,196,137,155,8,2,0,0,0,108,33,96,12,87,7,3,2,OH,408,340-5930
56,0,253,188,142,4,1,0,0,0,95,43,116,16,133,6,4,1,MA,510,401-3622
129,0,98,241,255,11,0,0,0,0,99,17,62,20,123,11,4,3,OR,408,382-1104
92,0,249,212,169,9,0,0,0,0,118,42,95,18,116,8,3,2,CA,408,355-9324
67,30,130,233,297,15,1,0,0,1,107,22,104,20,93,13,5,4,WV,415,393-4843
120,0,221,268,112,9,0,0,0,0,106,38,98,23,80,5,7,3,VT,415,401-4052
166,0,221,178,206,12,1,0,0,0,106,38,118,15,102,9,9,3,ID,415,385-1830
66,0,88,262,185,9,1,0,0,0,76,15,111,22,125,8,5,2,OR,408,348-7409
76,0,204,162,176,8,0,0,0,0,61,35,127,14,97,8,3,2,GA,408,361-4910
79,0,214,235,230,9,2,0,0,0,110,36,121,20,157,10,3,2,ME,415,415-6578
98,31,182,221,236,13,2,0,0,1,112,31,100,19,121,11,4,3,HI,415,395-5015
141,22,215,329,161,8,1,0,0,1,123,37,98,28,89,7,6,2,AZ,510,369-6012
49,0,266,208,205,14,2,1,0,0,90,45,117,18,98,9,2,4,UT,415,394-4520
46,0,199,175,211,10,3,0,0,0,111,34,83,15,84,9,2,3,IA,510,380-5873
137,0,115,138,224,7,3,0,0,0,130,20,83,12,61,10,4,2,CT,415,372-5384
171,0,271,230,136,10,1,1,0,0,69,46,112,20,111,6,5,3,WA,408,419-1863
10,0,222,153,227,13,1,0,0,0,127,38,125,13,80,10,4,3,VA,415,352-5697
88,0,62,263,213,9,3,0,0,0,78,11,114,22,110,10,2,2,CO,510,373-4274
89,0,141,249,136,11,2,0,0,0,92,24,126,21,73,6,2,3,LA,415,382-4024
82,0,189,184,256,11,3,1,0,0,81,32,117,16,83,12,5,3,TX,415,395-9215
139,0,196,186,153,10,3,0,0,0,135,33,146,16,92,7,1,3,SD,510,331-9149
87,0,172,205,171,14,0,0,0,0,119,29,107,17,114,8,4,4,VA,415,347-3958
137,0,174,161,261,11,2,0,1,0,123,30,115,14,98,12,3,3,NY,415,389-2540
45,0,79,187,184,7,1,1,0,0,106,13,110,16,111,8,5,2,WA,510,399-3083
90,0,201,164,249,9,1,0,0,0,92,34,91,14,98,11,7,2,WI,415,420-8308
103,0,141,254,216,6,1,0,0,0,123,24,87,22,96,10,2,2,TN,415,384-7724
100,0,236,176,64,7,2,0,0,0,130,40,69,15,122,3,1,2,CT,415,389-2114
110,0,185,165,112,6,3,0,0,0,100,31,88,14,104,5,4,2,WA,510,335-4414
124,0,254,79,153,12,2,0,0,0,113,43,104,7,69,7,2,3,NH,415,370-5361
10,0,183,215,206,9,2,0,0,0,103,31,77,18,73,9,6,2,MT,510,374-5965
89,29,164,275,382,8,2,0,0,1,80,28,136,23,147,17,5,2,NE,415,420-6414
121,0,208,211,110,8,2,0,0,0,98,35,96,18,114,5,2,2,WA,408,392-2708
101,0,249,175,207,6,3,0,0,0,102,42,93,15,86,9,3,2,WI,415,352-7234
103,31,185,198,147,15,2,0,0,1,105,32,126,17,110,7,4,4,AR,415,337-9878
51,0,198,221,169,9,1,0,0,0,60,34,64,19,134,8,5,2,WI,408,350-7288
2,0,132,139,193,9,2,1,1,0,42,22,88,12,119,9,1,2,DE,415,415-8448
111,0,197,228,214,9,0,0,0,0,117,34,128,19,101,10,11,3,NH,510,392-6331
118,0,155,184,217,13,2,0,0,0,112,26,105,16,102,10,5,3,VA,415,392-3315
17,31,153,186,224,10,6,1,0,1,115,26,59,16,102,10,1,3,TN,510,382-5401
130,0,211,231,221,6,2,0,0,0,119,36,120,20,80,10,9,2,VA,408,389-7012
193,0,97,143,210,11,2,1,0,0,92,16,103,12,115,9,5,3,ID,415,411-4714
114,0,172,276,194,10,1,0,0,0,145,29,101,23,100,9,9,3,TN,510,343-3846
137,0,141,147,255,8,2,0,0,0,91,24,100,13,75,11,7,2,AZ,415,370-4395
185,29,151,245,154,14,2,0,0,1,121,26,88,21,91,7,2,4,MT,408,422-4394
101,0,210,229,172,8,3,0,0,0,107,36,96,19,85,8,2,2,OK,408,405-1780
95,32,247,126,227,11,3,0,0,1,109,42,91,11,90,10,4,3,ID,415,393-2220
7,30,221,166,247,11,1,0,0,1,114,38,116,14,105,11,12,3,NV,408,355-8299
126,0,321,168,194,8,1,1,0,0,99,55,93,14,106,9,4,2,KS,408,379-8681
71,0,244,60,189,11,0,0,0,0,124,41,90,5,129,9,2,3,WY,415,409-7034
124,0,252,214,186,11,3,0,0,0,85,43,98,18,71,8,6,3,MS,415,358-1922
97,0,237,158,241,7,0,1,1,0,107,40,105,13,120,11,2,2,WY,510,346-1629
28,0,160,217,207,9,2,0,0,0,79,27,131,18,116,9,3,3,TX,415,347-1870
90,0,148,220,134,9,4,1,1,0,96,25,111,19,97,6,1,2,WA,415,374-9576
190,0,151,269,180,15,1,0,0,0,86,26,129,23,73,8,1,4,HI,408,380-1096
31,28,211,251,242,12,1,0,0,1,101,36,86,21,125,11,2,3,IL,415,396-5790
52,24,171,201,159,4,2,0,0,1,71,29,80,17,124,7,5,1,AK,415,356-5244
73,0,255,90,153,11,0,0,0,0,80,43,79,8,60,7,8,3,MD,510,341-1412
111,0,284,157,243,8,0,1,0,0,89,48,113,13,91,11,8,2,MA,415,387-7371
98,0,0,160,167,7,4,1,0,0,0,0,130,14,88,8,1,2,SD,415,392-2555
106,0,134,188,182,11,1,1,1,0,45,23,107,16,89,8,2,3,PA,408,403-9167
111,0,225,192,230,10,0,0,0,0,117,38,127,16,97,10,3,3,NC,408,338-6550
59,0,152,210,267,12,1,0,0,0,98,26,92,18,86,12,5,3,VT,408,357-5801
71,22,141,163,220,6,2,0,0,1,107,24,105,14,99,10,3,2,KY,510,403-1953
55,0,286,231,231,15,0,1,0,0,124,49,106,20,140,10,7,4,WA,408,357-6039
13,0,58,262,159,12,1,0,0,0,121,10,64,22,115,7,5,3,LA,415,388-9653
136,16,90,201,227,13,0,0,0,1,105,15,109,17,115,10,4,4,WA,415,359-2915
123,0,114,217,251,11,0,0,0,0,91,19,123,18,102,11,3,3,ME,408,381-4562
105,0,148,223,164,13,2,0,0,0,103,25,78,19,102,7,3,3,WI,408,406-2213
50,31,303,241,194,14,3,0,0,1,93,51,119,20,103,9,14,4,TX,408,330-6436
118,0,136,204,228,11,1,0,0,0,120,23,103,17,90,10,4,3,IA,415,332-4289
97,0,170,166,192,13,3,0,0,0,84,29,86,14,83,9,6,3,AZ,408,386-3596
51,0,227,194,243,15,0,0,0,0,89,39,106,17,126,11,2,4,ND,510,337-3740
73,0,218,221,277,10,1,1,0,0,91,37,97,19,89,12,6,3,VT,415,414-1496
35,0,124,124,136,13,2,0,0,0,102,21,115,11,100,6,8,4,HI,415,349-7291
64,0,206,232,252,14,1,0,0,0,76,35,76,20,96,11,2,4,WY,415,385-1985
63,0,133,67,160,10,3,0,0,0,122,23,62,6,121,7,2,3,WV,510,329-7102
117,31,105,238,263,8,3,0,0,1,115,18,125,20,104,12,6,2,OK,415,394-2553
115,0,245,251,270,14,1,1,0,0,97,42,75,21,124,12,8,4,CT,415,339-1330
162,0,185,224,181,12,1,0,0,0,118,31,95,19,82,8,3,3,UT,408,398-1959
89,0,90,179,225,12,3,0,0,0,66,15,104,15,116,10,1,3,NY,415,408-7015
94,0,236,195,171,9,1,0,1,0,131,40,107,17,93,8,4,2,VA,415,384-9254
129,0,186,262,99,12,4,0,0,0,127,32,96,22,63,4,6,3,VT,408,355-9475
86,0,224,156,150,7,1,0,0,0,75,38,109,13,143,7,9,2,SD,415,334-1337
96,0,180,162,265,7,1,0,0,0,125,31,139,14,133,12,2,2,PA,510,359-1441
190,0,169,254,197,9,1,0,0,0,102,29,113,22,93,9,5,2,ND,415,391-5442
80,0,118,144,225,8,1,0,0,0,90,20,77,12,86,10,6,2,CT,408,374-1551
108,0,112,194,209,4,4,1,0,0,105,19,110,16,93,9,4,1,SC,415,399-6233
97,32,168,226,192,9,0,0,0,1,129,29,97,19,95,9,7,2,MI,408,337-4749
84,42,214,188,334,11,0,0,0,1,112,36,107,16,117,15,10,3,VT,415,403-5552
65,0,246,242,285,4,4,1,0,0,139,42,113,21,117,13,5,1,OH,415,405-3097
131,34,157,71,262,13,1,0,0,1,134,27,95,6,120,12,10,4,VT,415,364-9240
58,43,143,272,193,9,1,0,1,1,96,24,100,23,105,9,4,2,IL,415,404-9348
36,0,202,231,202,10,3,0,0,0,115,34,115,20,127,9,2,3,MO,415,336-1462
54,0,117,123,218,12,1,0,0,0,119,20,123,10,101,10,2,3,WI,415,364-8981
45,0,156,260,192,11,1,0,0,0,110,26,103,22,98,9,1,3,NJ,510,412-7606
125,39,236,289,175,9,2,0,0,1,107,40,110,25,107,8,4,2,GA,415,380-6342
